Questions,Alpha,Type,Data,isFirstColumnMergedHeader,isSecondColumnGroupedHeader,isFirstColumnHeader,isFirstColumnGroupedHeader,isFirstRowHeader,Extracted Data
"A retail chain is evaluating customer satisfaction across four store locations three service strategies and two time periods. The satisfaction scores (out of 10) are as follows:
Analyze the impact of store location time period and service strategy on customer satisfaction.",,FD,"681 Store Location Time Period Strategy A Strategy B Strategy C
0          Store 1     Morning        7.5          8        7.8
1          Store 1     Evening        7.4        7.9        7.7
2          Store 2     Morning          8        8.5        8.3
3          Store 2     Evening        7.9        8.4        8.2
4          Store 3     Morning        7.8        8.3        8.1
5          Store 3     Evening        7.7        8.2          8
6          Store 4     Morning        7.6        8.1        7.9
7          Store 4     Evening        7.5          8        7.8",False,True,True,True,True,"[['Morning' 7.5 8.0 7.8]
 ['Evening' 7.4 7.9 7.7]
 ['Morning' 8.0 8.5 8.3]
 ['Evening' 7.9 8.4 8.2]
 ['Morning' 7.8 8.3 8.1]
 ['Evening' 7.7 8.2 8.0]
 ['Morning' 7.6 8.1 7.9]
 ['Evening' 7.5 8.0 7.8]]"
"A company is testing the effectiveness of four training programs across three departments and two experience levels of employees. The performance scores are as follows:
Investigate the effect of department experience level and training program on performance scores.",,FD,"691 Department Experience Level Program A Program B Program C Program D
0           HR           Junior        75        78        76        77
1           HR           Senior        78        81        79        80
2           IT           Junior        80        83        81        82
3           IT           Senior        83        86        84        85
4        Sales           Junior        78        81        79        80
5        Sales           Senior        81        84        82        83",False,True,True,True,True,"[['Junior' 75.0 78.0 76.0 77.0]
 ['Senior' 78.0 81.0 79.0 80.0]
 ['Junior' 80.0 83.0 81.0 82.0]
 ['Senior' 83.0 86.0 84.0 85.0]
 ['Junior' 78.0 81.0 79.0 80.0]
 ['Senior' 81.0 84.0 82.0 83.0]]"
"A nutritionist is testing four diet programs on weight loss across three age groups and two genders. The data collected (weight loss in kg) is as follows:
Examine the effect of age group gender and diet program on weight loss.",,FD,"699 Age Group  Gender Program A Program B Program C Program D
0       20-30    Male       3.5         4       3.8       3.9
1       20-30  Female       3.7       4.2         4       4.1
2       31-40    Male       3.6       4.1       3.9         4
3       31-40  Female       3.8       4.3       4.1       4.2
4       41-50    Male       3.4       3.9       3.7       3.8
5       41-50  Female       3.6       4.1       3.9         4",False,True,True,True,True,"[['Male' 3.5 4.0 3.8 3.9]
 ['Female' 3.7 4.2 4.0 4.1]
 ['Male' 3.6 4.1 3.9 4.0]
 ['Female' 3.8 4.3 4.1 4.2]
 ['Male' 3.4 3.9 3.7 3.8]
 ['Female' 3.6 4.1 3.9 4.0]]"
"An education researcher is evaluating the effectiveness of four teaching methods across three grade levels and two types of schools. The performance scores are as follows:
Determine the effect of grade level school type and teaching method on performance scores.",,FD,"707 Grade Level School Type Method A Method B Method C Method D
0       Grade 1      Public       85       88       87       86
1       Grade 1     Private       88       91       90       89
2       Grade 2      Public       84       87       86       85
3       Grade 2     Private       87       90       89       88
4       Grade 3      Public       83       86       85       84
5       Grade 3     Private       86       89       88       87",False,True,True,True,True,"[['Public' 85.0 88.0 87.0 86.0]
 ['Private' 88.0 91.0 90.0 89.0]
 ['Public' 84.0 87.0 86.0 85.0]
 ['Private' 87.0 90.0 89.0 88.0]
 ['Public' 83.0 86.0 85.0 84.0]
 ['Private' 86.0 89.0 88.0 87.0]]"
"A software company is testing the usability of four software versions across three user demographics and two usage environments. The usability scores (out of 10) are as follows:
Analyze the impact of user demographic usage environment and software version on usability scores.",,FD,"715 User Demographic Usage Environment Version A Version B Version C Version D
0              18-25            Office       7.5         8       7.8       7.9
1              18-25              Home       7.4       7.9       7.7       7.8
2              26-35            Office         8       8.5       8.3       8.4
3              26-35              Home       7.9       8.4       8.2       8.3
4              36-45            Office       7.8       8.3       8.1       8.2
5              36-45              Home       7.7       8.2         8       8.1",False,True,True,True,True,"[['Office' 7.5 8.0 7.8 7.9]
 ['Home' 7.4 7.9 7.7 7.8]
 ['Office' 8.0 8.5 8.3 8.4]
 ['Home' 7.9 8.4 8.2 8.3]
 ['Office' 7.8 8.3 8.1 8.2]
 ['Home' 7.7 8.2 8.0 8.1]]"
"A company is testing four advertising campaigns on brand awareness across three regions and two media types. The awareness scores (out of 10) are as follows:
Investigate the effect of region media type and advertising campaign on brand awareness.",,FD,"723 Region Media Type Campaign A Campaign B Campaign C Campaign D
0    North     Online        7.5          8        7.8        7.9
1    North         TV        7.4        7.9        7.7        7.8
2    South     Online          8        8.5        8.3        8.4
3    South         TV        7.9        8.4        8.2        8.3
4     East     Online        7.8        8.3        8.1        8.2
5     East         TV        7.7        8.2          8        8.1",False,True,True,True,True,"[['Online' 7.5 8.0 7.8 7.9]
 ['TV' 7.4 7.9 7.7 7.8]
 ['Online' 8.0 8.5 8.3 8.4]
 ['TV' 7.9 8.4 8.2 8.3]
 ['Online' 7.8 8.3 8.1 8.2]
 ['TV' 7.7 8.2 8.0 8.1]]"
"A gym is testing four exercise routines on muscle gain across three age groups and two genders. The data collected (muscle gain in kg) is as follows:
Examine the effect of age group gender and exercise routine on muscle gain.",,FD,"731 Age Group  Gender Routine A Routine B Routine C Routine D
0       20-30    Male       2.5         3       2.8       2.9
1       20-30  Female       2.7       3.2         3       3.1
2       31-40    Male       2.6       3.1       2.9         3
3       31-40  Female       2.8       3.3       3.1       3.2
4       41-50    Male       2.4       2.9       2.7       2.8
5       41-50  Female       2.6       3.1       2.9         3",False,True,True,True,True,"[['Male' 2.5 3.0 2.8 2.9]
 ['Female' 2.7 3.2 3.0 3.1]
 ['Male' 2.6 3.1 2.9 3.0]
 ['Female' 2.8 3.3 3.1 3.2]
 ['Male' 2.4 2.9 2.7 2.8]
 ['Female' 2.6 3.1 2.9 3.0]]"
"An energy company is testing the efficiency of four energy-saving devices across three building types and two usage patterns. The consumption data (in kWh) is as follows:
Determine the effect of building type usage pattern and energy-saving device on energy consumption.",,FD,"739 Building Type Usage Pattern Device A Device B Device C Device D
0          Type 1     Pattern 1      150      160      155      157
1          Type 1     Pattern 2      145      158      152      154
2          Type 2     Pattern 1      148      162      153      155
3          Type 2     Pattern 2      151      159      154      156
4          Type 3     Pattern 1      152      164      156      158
5          Type 3     Pattern 2      149      161      155      157",False,True,True,True,False,"[['Pattern 1' 150.0 160.0 155.0 157.0]
 ['Pattern 2' 145.0 158.0 152.0 154.0]
 ['Pattern 1' 148.0 162.0 153.0 155.0]
 ['Pattern 2' 151.0 159.0 154.0 156.0]
 ['Pattern 1' 152.0 164.0 156.0 158.0]
 ['Pattern 2' 149.0 161.0 155.0 157.0]]"
"A manufacturing company is testing the quality of four products across three production lines and two inspection times. The quality scores (out of 10) are as follows:
Investigate the effect of production line inspection time and product type on quality scores.",,FD,"747 Production Line Inspection Time Product A Product B Product C Product D
0            Line 1         Morning       8.5       8.8       8.7       8.6
1            Line 1         Evening       8.4       8.7       8.6       8.5
2            Line 2         Morning       8.6       8.9       8.8       8.7
3            Line 2         Evening       8.5       8.8       8.7       8.6
4            Line 3         Morning       8.7         9       8.9       8.8
5            Line 3         Evening       8.6       8.9       8.8       8.7",False,True,True,True,True,"[['Morning' 8.5 8.8 8.7 8.6]
 ['Evening' 8.4 8.7 8.6 8.5]
 ['Morning' 8.6 8.9 8.8 8.7]
 ['Evening' 8.5 8.8 8.7 8.6]
 ['Morning' 8.7 9.0 8.9 8.8]
 ['Evening' 8.6 8.9 8.8 8.7]]"
"A retail company is testing the effectiveness of four sales strategies across three regions and two sales periods. The performance scores (out of 10) are as follows:
Analyze the impact of region sales period and sales strategy on performance scores.",,FD,"755 Region Sales Period Strategy A Strategy B Strategy C Strategy D
0    North           Q1         75         78         77         76
1    North           Q2         74         77         76         75
2    South           Q1         78         81         80         79
3    South           Q2         77         80         79         78
4     East           Q1         76         79         78         77
5     East           Q2         75         78         77         76",False,True,True,True,False,"[['Q1' 75.0 78.0 77.0 76.0]
 ['Q2' 74.0 77.0 76.0 75.0]
 ['Q1' 78.0 81.0 80.0 79.0]
 ['Q2' 77.0 80.0 79.0 78.0]
 ['Q1' 76.0 79.0 78.0 77.0]
 ['Q2' 75.0 78.0 77.0 76.0]]"
"A tech company is testing the performance of four website designs across three user groups and two browsing devices. The performance scores (out of 10) are as follows:
Determine the effect of user group device and website design on performance scores.",,FD,"763 User Group   Device Design A Design B Design C Design D
0      Group 1  Desktop      8.5      8.8      8.7      8.6
1      Group 1   Mobile      8.4      8.7      8.6      8.5
2      Group 2  Desktop      8.6      8.9      8.8      8.7
3      Group 2   Mobile      8.5      8.8      8.7      8.6
4      Group 3  Desktop      8.7        9      8.9      8.8
5      Group 3   Mobile      8.6      8.9      8.8      8.7",False,True,True,True,True,"[['Desktop' 8.5 8.8 8.7 8.6]
 ['Mobile' 8.4 8.7 8.6 8.5]
 ['Desktop' 8.6 8.9 8.8 8.7]
 ['Mobile' 8.5 8.8 8.7 8.6]
 ['Desktop' 8.7 9.0 8.9 8.8]
 ['Mobile' 8.6 8.9 8.8 8.7]]"
"A company is testing the effectiveness of four marketing campaigns across three customer segments and two advertising channels. The effectiveness scores (out of 10) are as follows:
Investigate the effect of customer segment advertising channel and marketing campaign on effectiveness scores.",,FD,"771 Customer Segment  Channel Campaign A Campaign B Campaign C Campaign D
0          Segment 1   Online        7.5          8        7.8        7.9
1          Segment 1  Offline        7.4        7.9        7.7        7.8
2          Segment 2   Online          8        8.5        8.3        8.4
3          Segment 2  Offline        7.9        8.4        8.2        8.3
4          Segment 3   Online        7.8        8.3        8.1        8.2
5          Segment 3  Offline        7.7        8.2          8        8.1",False,True,True,True,True,"[['Online' 7.5 8.0 7.8 7.9]
 ['Offline' 7.4 7.9 7.7 7.8]
 ['Online' 8.0 8.5 8.3 8.4]
 ['Offline' 7.9 8.4 8.2 8.3]
 ['Online' 7.8 8.3 8.1 8.2]
 ['Offline' 7.7 8.2 8.0 8.1]]"
"A botanist is studying the effect of three different fertilizers on the growth of plants. The plant heights (in cm) after 4 weeks are recorded for each fertilizer type as follows:
Analyze the impact of the different fertilizers on plant growth.",,RBD,"779 Fertilizer Type Plant 1 Plant 2 Plant 3 Plant 4 Plant 5
0      Fertilizer A    12.3    11.8    12.7      12    11.9
1      Fertilizer B    13.4      13    13.2    12.9    13.1
2      Fertilizer C    14.5    14.2    14.3    14.1    14.4",False,False,True,False,False,"[[12.3 11.8 12.7 12.0 11.9]
 [13.4 13.0 13.2 12.9 13.1]
 [14.5 14.2 14.3 14.1 14.4]]"
"A pharmaceutical company is testing the effectiveness of three different drugs on reducing blood pressure. The reductions (in mmHg) are recorded for a sample of patients for each drug as follows:
Determine the effect of each drug on reducing blood pressure.",,RBD,"784 Drug Type Patient 1 Patient 2 Patient 3 Patient 4 Patient 5
0      Drug A        10        12        11        13        12
1      Drug B        14        16        15        14        15
2      Drug C        18        20        19        21        20",False,False,True,False,False,"[[10.0 12.0 11.0 13.0 12.0]
 [14.0 16.0 15.0 14.0 15.0]
 [18.0 20.0 19.0 21.0 20.0]]"
"An educational researcher is comparing the effectiveness of three teaching methods on student test scores. The test scores for each method are recorded as follows:
Examine the impact of different teaching methods on student performance.",,RBD,"789 Teaching Method Student 1 Student 2 Student 3 Student 4 Student 5
0          Method A        78        82        80        79        81
1          Method B        85        88        87        86        87
2          Method C        90        92        91        93        92",False,False,True,False,False,"[[78.0 82.0 80.0 79.0 81.0]
 [85.0 88.0 87.0 86.0 87.0]
 [90.0 92.0 91.0 93.0 92.0]]"
"A manufacturing company is evaluating the efficiency of three different machines in producing widgets. The number of widgets produced per hour by each machine is recorded as follows:
Analyze the efficiency of the different machines.",,RBD,"794 Machine Type Hour 1 Hour 2 Hour 3 Hour 4 Hour 5
0      Machine A     45     47     46     48     47
1      Machine B     50     52     51     53     52",False,False,True,False,False,"[[45.0 47.0 46.0 48.0 47.0]
 [50.0 52.0 51.0 53.0 52.0]]"
